title,description
"'손흥민 제외 네빌 반박' 토트넘 팬 사이트, 최근 부진 인정...근데 공격 포...",토트넘 홋스퍼 팬들이 게리 네빌이 손흥민을 시즌 베스트 11에서 제외한 것을 반박했다. 토트넘 팬 사이트 &lt;스퍼스 웹&gt;은 13일(한국시간) 네빌의 의견대로 손흥민이 최근 경기력이 떨어졌다는 것에는 의심의 여지가 없다... 
"손흥민의 2020-21, 기어이 그의 '최고의 시즌'이 됐다","잉글랜드 프리미어리그(EPL) 손흥민이 기어이 2020-21시즌을 최고의 기록을 세운 시즌으로 만들었다. 손흥민이 토트넘에서 활약한 수많은 시즌 중에서, 기록만 놓고 보면 2020-21을 넘어설 시즌이 없다. 손흥민은 8일... "
“손흥민은 올시즌 팀 베스트11 자격 없어...네빌 “최근 두달 플레이 정말 ...,"축구 전문가 게리 네빌이 손흥민을 ’올 시즌 팀 베스트 11‘에서 제외했다. 네빌은 최근 스카이스포츠의 ’먼데이 나잇 풋볼‘에 출연, ’올 시즌 팀 베스트 11‘을 선정하면서 손흥민을 마지막 순간에서 제외했다고... "
"'한 시즌 22골' 신기록…손흥민, 뛸 때마다 새 역사",id=N1006312478 토트넘의 손흥민 선수가 시즌 22호 골을 터뜨리며 자신의 한 시즌 최다 골 기록을 새로 썼습니다. 리그에서는 17골로 전설 차범근과 타이 기록입니다. 권종오 기자입니다. &lt;기자&gt; 손흥민은 리즈... 
"막판 몰아넣기 손흥민, 기록 경신은 계속된다",손흥민(29·토트넘)이 시즌 막판 몰아넣기로 한국 축구의 이정표를 계속 세워나가고 있다. 손흥민은 8일 영국 리즈의 엘런드 로드에서 열린 리즈 유나이티드와의 2020~21시즌 잉글랜드 프리미어리그(EPL) 35라운드 원정... 
"`월드 클래스` 손흥민, `올해의 EPL 베스트 11`에 선정",손흥민의 진가가 또 드러났다. 손흥민(토트넘)이 스카이스포츠 해설위원이자 '리버풀 레전드' 제이미 캐러거(43)가 뽑은 '올해의 베스트 11'에 선정됐다. 11일(한국시간) 영국 스포츠전문 채널 스카이스포츠는... 
"차붐과 어깨 나란히 한 손흥민, 개인 타이틀 가능성은?",손흥민(29·토트넘)이 한국 축구 레전드 차범근 전 국가대표 감독과 어깨를 나란히 했다. 손흥민은 8일 영국 리즈의 엘런드 로드에서 열린 리즈 유나이티드와의 2020~2021 잉글랜드 프리미어리그(EPL) 35라운드... 
"살라 빼고 손흥민 택한 캐러거, SON 빼고 래시포드 넣은 네빌","잉글랜드 프리미어리그(EPL) 맨체스터 유나이티드 출신 게리 네빌과 리버풀 출신 제이미 캐러거가 손흥민... 캐러거는 최전방 공격수 3명에 필 포든(맨체스터 시티), 해리 케인(토트넘), 손흥민을 뽑았다. 리버풀... "
“케인-산초 섞은 손흥민 어때?” 英 매체가 맨유에 추천한 배경,영국 현지 매체가 맨체스터 유나이티드에 손흥민(토트넘 홋스퍼)을 추천했다. ‘커트오프사이드’의 마크... 바로 손흥민이다”라고 말했다. 브루스의 말처럼 올 시즌 손흥민은 다재다능함을 뽐냈다. 리그에서 17골... 
수비적인 팀에서 27개 포인트라니.. 캐러거가 살라 대신 손흥민을 '올해의 ...,"토트넘 공격수 손흥민이 쏙 들어가있다. 캐러거는 10일 '스카이스포츠' 스튜디오에서 '영혼의 파트너'(?) 게리... 손흥민과 해리 케인(토트넘), 필 포든(맨시티)으로 스리톱을 꾸렸다. 캉테(첼시), 케빈 더 브라위너(맨시티)... "
"英 매체 확신 맨유, 손흥민 영입해야…래시포드보다 월등","영국 현지에서 맨체스터 유나이티드에 적합한 공격수로 손흥민(29, 토트넘 홋스퍼)를 꼽았다. 손흥민을 영입한다면, 해리 케인(28)과 제이든 산초(21, 도르트문트)를 섞은 효과를 낼 수 있을 거로 주장했다. 영국 매체 '커트... "
"손흥민, 레전드 수비수 캐러거 선정 ‘올해의 EPL 베스트 11’",손흥민(29·토트넘)이 잉글랜드 프리미어리그(EPL) 리버풀의 레전드이자 영국 스카이스포츠 해설위원인... 손흥민은 캐러거가 4-3-3 전술을 바탕으로 뽑은 '올해의 EPL 베스트 11'에 왼쪽 날개 공격수로 지목을... 
"손흥민, 캐러거의 EPL 올해의 팀에 선정...'네빌은 SON 제외'"," 박지원 기자= 토트넘 훗스퍼의 손흥민이 리버풀 출신의 축구 해설가 제이미 캐러거의 선택을 받았다.... 캐러거는 쓰리톱에 손흥민, 해리 케인, 필 포덴을 배치했다. 미드필더에는 케빈 더 브라위너, 은골로 캉테... "
네빌 ‘손흥민 거르고 래시포드’ 이유가 봉사활동? “어이없는 선택” 비판,"캐러거는 최전방 스리톱에 필 포든(맨시티), 해리 케인(토트넘), 손흥민을 뽑았는데 네빌은 손흥민을 빼고 마커스 래시포드(맨유)를 넣었다. 이 발표 후 국내 축구팬은 물론 현지에서도 적잖은 비판이 일고 있다.... "
"손흥민, 한 시즌 최다 22골…리그 3경기 연속골",◀ 앵커 ▶ 프리미어리그 토트넘의 손흥민 선수가 올 시즌 22번째 골을 터뜨리며 개인 한 시즌 최다... 분위기를 바꾼 건 손흥민이었습니다. 전반 25분 재빠르게 뒷공간을 파고들었고… 침착한 오른발 슈팅으로 의미 있는... 
"맨유 전설 네빌, 손흥민 뛰어나지만, PL 최고 아니다","손흥민(29, 토트넘 홋스퍼)는 커리어 하이를 이어가고 있다. 전반기에 월드클래스 평가로 가치를 인정받았다.... 11명을 뽑는 자리기에 어쩌면 당연했지만, 캐러거는 최전방 스리톱에 필 포든, 해리 케인, 손흥민을 뽑은... "
"손흥민, 캐러거 선정 올 시즌 EPL 베스트11 선정","'손세이셔널' 손흥민(29·토트넘)이 잉글랜드 프리미어리그(EPL) 리버풀 레전드이자 영국 스카이스포츠... 캐러거는 4-3-3 포메이션에서 손흥민을 해리 케인(토트넘), 필 포든(맨체스터 시티)와 함께 스리톱에 올려놓았다.... "
"'한 시즌 최다골' 손흥민, 이번엔 패션잡지 표지 모델로…베컴 길 걷는다",손흥민(28)이 패션잡지의 표지 모델이 됐다. 영국 '데일리 메일'은 5월 12일(한국시간) 토트넘의 스타 손흥민이 패션 잡지 아레나 옴므의 표지 모델이 됐다. 데이비드 베컴의 길을 따라가고 있다고 보도했다. 해당... 
"손흥민, 시즌 개인 최다 22호골 신기록…팀은 완패",프리미어리그 토트넘의 손흥민 선수가 자신의 한 시즌 최다 득점 신기록을 세웠습니다. 손흥민은 리즈와의 원정경기에 선발출전해 0 대 1로 뒤진 전반 25분 동점골을 터뜨리며 리그 17호골이자 올시즌 22호골을... 
"‘네빌이 거른’ 손흥민, 전세계 윙어 5위…래시포드는 톱10에 없어",손흥민(29·토트넘)이 전 세계 윙어 5위로 평가됐다. 영국 매체 ‘데일리 스타’는 11일 현재 전 세계에서 뛰는 윙어 중 ‘톱10’을 선정했는데 손흥민이 당당히 5위에 올랐다. 이 매체는 “윙어의 위치보다 팬들에게... 
"차붐 맞먹었는데… 손흥민, 'NO 유럽'에 단짝까지 잃을까",기록이란 기록을 모두 갈아치우며 최고의 시즌을 보낸 손흥민이 정작 내년 별들의 무대를 밟지 못할... 전설 차범근과 어깨를 나란히 하며 데뷔 이래 최고의 시즌을 보낸 손흥민. 시즌 베스트 11에도 이름을 올릴 만큼... 
"英 매체 '세계에서 가장 저평가된 손흥민, 맨유에 딱이야'","▲ 英 매체 손흥민에 대해 세계 축구계에서 가장 저평가된 선수 중 하나로 평가 ▲ 케인과 산초의 능력 더 해진 선수인 손흥민, 맨유에 안성맞춤 선수라고 전해 '손흥민은 케인 그늘에 가려진 가장 저평가된 선수다.... "
"손흥민, 스카이스포츠 캐러거 선정 '올해의 EPL 베스트 11'",손흥민(토트넘)이 스카이스포츠 해설위원이자 '리버풀 레전드' 제이미 캐러거(43)가 뽑은 2020-2021시즌... 손흥민은 캐러거가 4-3-3 전술을 바탕으로 뽑은 '올해의 EPL 베스트 11'에 왼쪽 날개 공격수로 지목을 받았다.... 
"스카이스포츠 캐러거, EPL 시즌 베스트11에 손흥민 포함","팀’에 손흥민(토트넘)이 이름을 올렸다. 캐러거는 10일(현지시간) 스카이스포츠의 ‘먼데이 나이트 풋볼’... 캐러거는 4-3-3 포메이션으로 공격진에 해리 케인(토트넘)과 손흥민, 필 포든(맨체스터 시티)를 뽑았다.... "
"손흥민, 시즌 개인 최다 22호골 신기록…팀은 패배",프리미어리그 토트넘의 손흥민이 8일 영국 리즈의 엘런드 로드에서 열린 리즈 유나이티드와의 2020-2021 잉글랜드 프리미어리그(EPL) 35라운드 원정 경기에서 전반 25분 1-1 동점을 만드는 골을 터뜨렸다. 손흥민의... 
"손흥민, EPL 17호골 폭발…'전설' 차범근과 어깨 나란히",'손세이셔널' 손흥민(29·토트넘)이 '전설' 차범근과 어깨를 나란히 했다. 손흥민은 8일(한국시간) 영국 앨런드 로드에서 열린 리즈 유나이티드와의 2020~2021시즌 잉글랜드 프리미어리그(EPL) 35라운드 원정 경기에서... 
"베컴 이후 21년만… 손흥민, 수탉 안고 '유명 잡지 표지 장식'",손흥민(토트넘홋스퍼)이 세계적인 축구선수 출신 데이비드 베컴의 뒤를 이었다. 손흥민이 남성 유명 잡지 '아레나 옴므+'의 표지 모델로 등장했다. 명품 프라다 가죽 재킷을 입고 수탉을 안은 채 고개를 살짝 기울여... 
"“케인-손흥민 전부 떠날라, 빨리 감독 뽑아” 토트넘 선배 재촉","정식 사령탑 선임이 지연될 경우 해리 케인과 손흥민의 이탈이 불가피하다는 주장이 제기됐다. 허튼은 12일... 그러면서 허튼은 “만약, 케인이 이적한다면 손흥민도 ‘케인이 없으니 나도 다른 팀에서 뭔가를 해보겠다’는... "
"'커리어하이' 토트넘 손흥민, 남은 보상은? ",있는 손흥민(29)이지만 소속팀 토트넘 홋스퍼는 올 시즌도 무관에 그친 건 물론 다음 시즌 유럽축구연맹(UEFA) 챔피언스리그(UCL) 진출도 사실상 좌절됐다. 남은 기간 손흥민이 얻을 수 있는 보상은 무엇일까. 토트넘... 
토트넘 차기감독 후보 시모네 인자기 유력? 손흥민에게 유리하다 ,인자기는 라치오에서 247경기서 462골을 터트려 경기당 1.88골의 화끈한 화력을 자랑하고 있다. 인자기가 토트넘에 부임하면 손흥민의 골수 또한 올라간다는 기대를 갖게 한다.
"'차범근과 동률' 손흥민, 프리미어리그 높은 평가... 폼 5위",'레전드' 차범근과 어깨를 나란히 한 손흥민(토트넘)이 프리미어리그서도 높은 평가를 받았다. 영국 통계사이트 후스코어드닷컴은 12일(한국시간) 2020-2021 프리미어리그 폼 랭킹을 발표했는데 손흥민이 7.57점으로... 
"디 마리아·스털링 앞섰다…손흥민, 英 매체가 선정한 전 세계 윙어 5위",세리머니 펼치는 손흥민. 리즈 | AP연합뉴스 손흥민(29·토트넘)이 영국 매체가 선장한 전 세계 TOP10 윙어에 포함됐다. 영국 매체 ‘데일리 스타’는 11일(한국시간) 현재 TOP10 윙어를 선장했다. 이 매체는 ‘윙어의 위치보다... 
"'살라 없어 축알못 비난' 캐러거, 손흥민 보다 살라 PK 이득","캐러거는 4-3-3 포메이션에서 손흥민을 해리 케인(토트넘), 필 포든(맨체스터 시티)와 함께 스리톱에 올려놓았다. 손흥민은 이번 시즌 정규리그서 17골 10도움으로 득점 랭킹 공동 3위에 올라 있다. 또 지난 시즌에... "
"브루누가 3위인데… 손흥민, EPL 득점왕 배당률 4위",김희웅 인턴기자= 손흥민(토트넘 홋스퍼)이 잉글랜드 프리미어리그(EPL) 득점왕을 차지할 가능성은 얼마나 될까. 영국 베팅 업체 ‘스카이 벳’은 최근 EPL 득점왕 배당률을 공개했다. 손흥민의 배당률은 66/1으로... 
"손흥민, 시즌 개인 최다 22호골…리그 17골은 '차범근과 타이'",토트넘의 손흥민이 자신의 한 시즌 최다 득점 기록을 새로 썼습니다. 손흥민은 영국 리즈의 엘런드 로드에서 열린 리즈와 리그 35라운드 원정 경기에서 전반 25분 동점 골을 터뜨렸습니다. 알리가 수비 사이로 찔러준... 
"손흥민, 케인과 함께 EPL 시즌 베스트 11 선정 (英 스카이 스포츠)","김희웅 인턴기자= 손흥민(토트넘 홋스퍼)이 시즌 베스트 11에 이름을 올렸다. 영국 ‘스카이 스포츠’는 11일... 캐러거는 4-3-3 포메이션을 기반으로 했고, 손흥민을 오른쪽 공격수로 낙점했다. 최전방은 손흥민과 함께... "
"'차범근과 타이' 손흥민, 평점 7점…팀 내 세 번째",프로 데뷔 후 자신의 한 시즌 개인 최다골 신기록을 쓰고 '전설' 차범근 전 감독과 한국인 유럽리그 한 시즌 최다골 타이기록을 세운 손흥민(29·토트넘)이 팀 내 세 번째 평점을 받았다. 손흥민은 8일(한국시간) 영국... 
토트넘 손흥민 시즌 22호골에도 멀어지는 챔스리그 진출권,손흥민(29·토트넘)이 프로 데뷔 이후 시즌 최다골을 기록했다. 손흥민은 8일 영국 리즈의 엘런드 로드에서 열린 리즈 유나이티드와의 2020~2021 잉글랜드 프리미어리그(EPL) 35라운드 원정 경기에서 득점해 시즌 총 22골... 
"손흥민, 쐈다! 리그 17호골…차붐과 ‘어깨’",손흥민(토트넘)이 잉글랜드 프리미어리그(EPL)에서 3경기 연속골로 17호골을 터뜨렸다. 손흥민은 8일(한국시간) 영국 리즈의 엘런드 로드에서 굵은 빗방울속 치러진 2020-2021 잉글랜드 프리미어리그(EPL) 35라운드... 
"'시즌 최다 골+리그 17호 골' 손흥민, 또 새 역사 썼다",→ [원문에서 영상 보기] https://news.sbs.co.kr/n/?id=N1006311659 토트넘 손흥민 선수가 시즌 22호 골로 자신의 한... &lt;기자&gt; 최근 2경기 연속 골로 상승세를 탄 손흥민은 전반 25분 자신의 한 시즌 최다 득점 기록을 새로... 
英 언론 반박 손흥민 22골 기록…네빌 평가절하 가혹해,"맨체스터 유나이티드 전설 게리 네빌이 프리미어리그 올해의 팀에서 손흥민(29, 토트넘 홋스퍼)를 제외했다.... 11명을 뽑아 완벽하게 같을 수 없지만 캐러거는 최전방 스리톱에 필 포든, 해리 케인, 손흥민을 뽑은 반면... "
